text,N/S/J/G,V/L,favorite_count,retweet_count,followers_count,friends_count,listed_count,statuses_count,favourites_count
think safe say get side effect vaccin like other,G,L,2,0,5170,1049,2,115842,3558
vaccin question experi side effect mean bodi creat antibodi,N,L,0,0,5170,1049,2,115842,3558
az jab start feel strang hour one bad night flu like symptom continu improv feel pretti much normal day post long covid catch januari,G,V,0,0,787,1072,4,3895,10358
jampj vaccin updat sunday morn almost hour side effect subsid good night sleep fever gone chill gone arm feel good would everyth felt yesterday minor annoy cc,G,V,14,0,1960,932,101,156756,87249
got noth recent went get first vaccin friday far side effect except sore arm aint nothin high toler full time moment go today oh ill probabl gam,J,L,1,0,202,1234,1,8467,22987
concern side effect covid vaccin arm slight sore day husband felt run day abl work physic demand job extra hour sleep obvious speak,T,L,1,0,556,513,0,13405,12842
side effect vaccin fever headach tired shiver joint pain throw diarrhea skin reaction vaccin appli seem like regular symptom vaccin,S,V,5,2,2219,2083,213,5700,42319
ugh second dose moderna vaccin kick ass tonight peopl werent play said side effect second vaccin wors toss turn night chill everyth hurt yall done mitig side effect,S,V,13,0,844,1739,2,4289,17451
lol got first dose covid vaccin pfizer let tell bodi like let make side effect hit littl hard lol welp hey least one dose said much wors side effect good go wear mask,S,V,0,0,166,1085,0,12293,12230
absolut love peopl reaction dad tell got vaccin zero side effect peopl want vaccin feel stupid bc anyth say,J,L,0,0,61,54,1,8975,29064
side effect vaccin stoke af vaccin,J,L,1,0,2972,444,134,68696,6636
hour take jampj vaccin mild side effect start pain shot site slight fever bodi ach,S,L,0,0,33,520,0,1082,4098
im fuck feel vaccin side effect holi shit,S,V,0,0,304,532,5,46656,58669
got second vaccin dose pleas report negat side effect fact internet twice fast,J,L,36,5,9525,10032,49,36773,40720
hey get vaccin take arm get sore warn serious got pfizer version pretti achi otherwis notic side effect,T,V,9,0,1191,207,40,49487,26471
ive covid side effect vaccin pfizer,G,L,0,0,817,1154,2,2944,82846
yalll safe got vaccin today one side effect im im feel like bad bitchhhh usual,J,L,5,0,753,513,2,22939,32795
cant lie covid vaccin absolut ruin lucki side effect meant last day,S,V,1,0,1974,1354,41,108926,15476
love side effect vaccin,S,V,0,0,283,434,0,17986,14134
temp chill ach nausea start hour get vaccin day better still ran temp end side effect,S,V,1,0,12,835,0,65,90
second dose vaccin today take tylenol instruct help side effect encourag us get done womenshistorymonth folk love myhopesareup womenwhoempow allies untotheleastofthes communitycount,T,V,1,0,485,567,18,2416,3888
feel mild side effect miss vaccineso ive rest drink water vitamin c day cant wait sleep hour,S,V,10,0,6272,1355,20,86959,51326
ok yeah jampj vaccin side effect great bad chill bodi ach anyth beat die covid gon na keep push,G,V,3,0,218,1567,4,11912,17513
side effect take vaccin friday love,G,L,19,1,2717,620,5,139768,5953
alright side effect johnson amp johnson covid vaccin get sever chill muscl fatigu littl nauseous tell look like uncl fester,J,V,1,0,51,90,0,9161,12731
got dose vaccin earli today experi side effect hour later experienc headach fever chill hope blow wake tomorrow,S,V,7,0,315,279,0,5496,9017
got dose moderna almost still side effect legit got tattoo today right arm side way sore left arm got vaccin expect worst honest underwhelm,J,L,3,0,22,134,0,1255,6331
expect horribl side effect moderna sinc fibromyalgia even flu shot normal fuck honest hour dose im twerk kitchen legit energi tonight ive,G,L,1,0,22,134,0,1255,6331
get vaccin say fine say side effect first shot say well three day first shot kill im fan,S,V,1,0,1019,1737,9,18383,71208
parent got first dose vaccin balasor wo side effect dad old lung cancer readi exhal fact make panic prepar hopeless hope get anxious glimps horizon make fall apart,S,L,68,1,3289,767,77,1933,3689
vaccin updat oh god side effect fuck yes bless yes still suck much,S,V,7,0,513,1009,9,4627,8461
got first dose pfizer vaccin today side effect voic bill gate head pfizer vaccin covidvaccin,J,L,0,0,31,542,0,970,1677
ya girl offici covid vaccin dose feel fine get side effect lol,G,L,5,0,490,190,3,27422,28941
vaccin side effect knock ass like there parti bodi everyon catch fire,J,V,2,0,96,219,0,6500,26390
vaccin side effect,G,V,0,0,10769,1717,218,161548,136695
covid vaccin side effect joke fever crazi shoulder pain day,S,V,4,0,301,776,5,7341,25132
also covid vaccin pfizer vaccin way better diseas even vaccin side effect last less day ill multipli time seven plus recuper vaccin vaccinesavel,G,L,27,4,2756,1842,62,34863,72573
moderna vaccin side effect got shot today feel yucki,S,V,0,0,169,1056,1,11706,14688
im glad got vaccin damn hurt make arm super super sore didnt get side effect besid exhaust yesterday luckili worth either way,T,V,1,1,626,2307,11,9225,19890
governor also got jampj vaccin today feel also side effect nf,G,L,1,0,11,77,0,738,540
common side effect moderna arm shot site pain red swell throughout rest bodi tired headach muscl pain chill fever nausea,G,L,1,1,26,5,2,1918,279
feelin side effect vaccin today fo sho feel much relief final vaccin danicacho,G,L,0,0,26,5,2,1918,279
pushup today feel total fine side effect vaccin danicacho,G,L,0,0,26,5,2,1918,279
thank gotten jampj vaccin javit last night minut well run side effect rough today hope eas tomorrow huge relief grate,G,V,22,1,1094,903,9,1468,9982
chronic illlym peopl interest post vaccin hour later get wave side effect noth sore arm fever chill mayb slight tire took benadryl amp benzo could slight tire,T,L,67,4,28395,8510,477,117111,137805
definit flu like symptom right anyon els side effect vaccin let talk,S,V,0,0,379,241,3,41065,124368
think most side effect vaccin got sick earli hour morn realli bad bodi ach tire lol,S,V,0,0,80,265,0,2602,1514
covid vaccin side effect fun,S,V,0,0,285,596,3,53195,10086
got vaccin yesterday feel side effect feel better time get home stream happen lay forev think help lat night edibl ate need anoth,J,V,6,0,433,867,10,5419,7220
side effect experienc jampj vaccin arm sore feel tire sleepi good,G,L,1,0,41,319,1,3984,418
whaaaaat side effect vaccin edmundsout,J,V,1,0,4653,5039,79,30158,44962
covid vaccin sideeffect im experienc joint pain ridicul good geo guessr,S,V,10,0,251,298,1,1292,2790
side effect vaccin bad littl sleepi stomach littl icki noth handl,G,L,2,0,138,142,8,103923,34450
finger cross stay mild,N,L,0,0,186,331,5,17754,338
go cancel tomorrow littl kid basebal coach odel got second vaccin minor side effect back march thank,S,L,1,0,29,98,0,13,14
know vaccin side effect ate someth bad,S,V,0,0,377,221,1,20315,1197
level exhaust felt today never felt know side effect could much wors happi know incred bless fulli vaccin pleas everyon abl get vaccin,T,V,16,0,5425,3068,50,107468,56949
trust scienc amp got moderna vaccin back januari light side effect definit better covid whether moderna j amp j pfizer vaccin safe amp worthwhil whenev opportun pleas get shot,T,L,9,0,39,63,0,209,1539
good side effect first round covid vaccin pfizer one receiv today pardon humor getvaccin,J,L,14,0,2591,890,138,64077,5447
that fantast vaccin get got pfizer first shot januari second week later presid day side effect live build cv,G,L,0,0,202,916,9,6028,8744
know laura still deal vaccin side effect,S,V,3,0,381,440,6,3651,1983
move day except eat cours would one get side effect vaccin lmaooooo fml,S,V,1,0,252,466,5,18718,8760
thought prepar vaccin side effect wake feverish extrem anxieti list bro,S,V,3,0,137,523,5,3517,43331
got janssen vaccin allerg reaction side effect,G,L,5,0,3436,5002,7,311889,180342
cking hrs sinc johnson johnson vaccin side effect far arm slight sore,G,L,4,0,3436,5002,7,311889,180342
jampj vaccin rather simpl side effect far didnt even feel run like regular flu shot hope get soon,T,L,2,0,239,335,1,2695,4437
someon told afraid covid vaccin side effect wasnt get vaccin dont know problem got vaccin third arm im grow help troubl middl finger covidvaccin antivaxx,J,L,3,1,598,1982,33,21449,102
seem got close scot free side effect dose covid vaccin mayb littl sore draggi plug night recharg track chip go take get use though ltsargt,J,L,1,0,342,1326,7,7580,3831
dose moderna vaccin yesterday zero side effect,G,L,1,0,368,923,6,39245,47590
wife got vaccin one side effect seem think shes better,J,L,21,0,2387,650,10,7202,51047
check earli first covid vaccin shot today side effect far lock winnipeg manitoba,G,L,1,0,477,2541,5,1239,3490
got first dose moderna covid vaccin hour ago appt get shot day side effect far,G,L,1,0,900,1100,1,9117,21419
updat vaccin side effect head bed woke much better mild head bodi ach sore arm tire sore inject site,G,L,1,0,655,298,41,45753,26642
got vaccin today emot anticlimact far feel littl side effect expect also feel like huge weight lift shoulder still gon na stay vigil though,G,L,5,0,740,991,34,19139,4158
daughter nurs pregnant decid get vaccin advers side effect heathi babi boy issu individu choic sure,T,L,0,0,3614,1897,450,30285,7627
congratul receiv second vaccin dose pfizer three week ago didnt experi side effect wish,T,L,0,0,511,1686,2,157521,209399
got second dose vaccin actual import cute receptionist said like shirt anyway side effect experienc right funnier ever weight loss pin point accuraci valor,J,L,1,0,452,1261,1,4859,13535
receiv johnson amp johnson vaccin friday regret side effect kick ass want sleep,S,V,0,0,376,569,6,19740,8207
side effect vaccinesor arm amp hope heart scari highrisk transplant recipi nephrologist said well begin end pandem fear let choos simpl act kind wellb human,T,L,36,2,4562,4436,72,3781,807
hubbi minor side effect vaccin ive realli nice think that made worri sometim need stop appreci,J,L,0,0,672,2166,13,8675,30438
still glad got vaccin though side effect way better get covid,G,V,0,0,672,2166,13,8675,30438
got first dose vaccin let tell side effect joke sore arm exhaust love refer covid vaccin brain made five wrong turn tri get groceri store saw tudor mansion beauti cri,S,V,8,0,885,1003,23,15751,35980
deal vaccin side effect vs week later leav hous without constant fear anxieti wandavis,J,V,2,0,42,507,0,1575,11068
day two amp round two moderna vaccin symptom check intens arm pain exhaustedliter sleep day fatigu hot flash headach fever keep mind normal common side effect second dose also mani vaccin,S,V,15,1,776,512,0,11711,12305
fyi close relat high risk high risk vaccin side effect got first dose today well organ oper got takeout afterward took nap fine thank,G,V,0,0,45,61,0,5346,3021
vaccin side effect wow look bobbi sissi danc guy lawrenc welk show,N,L,1,0,1907,2381,32,67098,103066
offici vaccin jampj vaccin feel great side effect note real quick though vestigi gill thing,J,L,40,8,376,488,1,5598,4961
yes privileg elig vaccin mani other feel also want contribut number shot arm vaccin side effect short term hubbi still deal,G,L,0,0,86,80,0,423,1550
yes strang side effect vaccin way better covid,G,V,8,0,1883,2436,29,6199,15262
second moderna vaccin yesterday caus bit sore arm first time along chill fatigu took shot yesterday side effect took hour hit bad grate chanc get vaccin,G,V,4,0,671,1236,16,9175,1060
mom got first dose pfizer vaccin today said hurt side effect far happi n reliev go back normal life hope soon dose week pfizercovidvaccin covidvaccin vaccinateni pfizervaccin pfizer,G,L,4,1,6061,981,67,11996,44642
hi hank lay bed johnson amp johnson vaccin side effect correl relat side effect vaccin effect,S,V,1,0,222,529,8,3221,683
vaccin side effect joke,S,V,5,0,23,199,0,1347,3521
final got covid vaccin side effect gon na may,S,V,0,0,337,612,9,2250,116
thank watch get tea get past sideeffect covid vaccin lobstertruckdriv,G,V,34,0,11920,1329,330,45754,70983
tired came next day also headach know vaccin im guess side effect vari slight,S,V,1,0,1435,304,21,82864,252315
sorri absent chat fella work inperson pretti bad side effect vaccin morn definit unit group inconsist ambival gr,S,V,2,0,430,193,7,32849,78416
first dose vaccin near week ago feel ill side effect realli hope start feel better soon excit children back monday,S,V,5,0,1444,1189,1,1492,4323
guy got covid vaccin feel side effectsi got sexier omg,J,L,1,0,186,249,1,3687,13354
case rashsid effect heard covid vaccin freak get shingl shot got yesterday felt terribl side effect wors moderna fwiw rash moderna vaccin,T,V,0,0,156,244,0,2571,14963
mild side effect second shot most ach pain fatigu slept afternoon night second day,S,L,0,0,158,2,33,20512,6
current side effect feel vaccin urg preform stanki leg transform monkey turn big foot infin gauntlet lay egg current hide bed slice achill phoeb bridger,J,L,3,0,54,158,0,1028,4777
one housem alreadi gotten second covid vaccin shot negat side effect emot still high urg today prophet hear direct god refus vaccin destroy presenc god accord one test result,J,L,0,0,1270,146,2,7356,42204
vaccin transpar matter covid vaccin side effect dose headach arm pain delay cutan hypersensit covidarm dose intens arm pain fatigu proud get vaccin part help push us toward herd immun,T,V,34,3,562,571,11,2056,5622
thing yesterday hrs first dose pfizer vaccin feel great side effect covidvaccin readytogetbacktowork letsgoontour nashvill tennesse,G,L,0,0,283,745,4,1082,3222
